question,answer,type,domain
What was the winning film for best picture at the 1969 Oscars?,Midnight Cowboy,name,entertainment
Which movie received the best picture Oscar in 1969?,Midnight Cowboy,name,entertainment
What film was bestowed with the Oscar for best picture in 1969?,Midnight Cowboy,name,entertainment
Which movie was honored with the best picture Oscar in 1969?,Midnight Cowboy,name,entertainment
What movie received the Oscar for best picture in 1970?,Patton,name,entertainment
Which film was awarded the Oscar for best picture in 1970?,Patton,name,entertainment
"In 1970, which movie took home the Oscar for best picture?",Patton,name,entertainment
What film won the Oscar for best picture in 1970?,Patton,name,entertainment
Which movie claimed the Oscar for best picture in 1970?,Patton,name,entertainment
"In 1970, which film was honored with the Oscar for best picture?",Patton,name,entertainment
What was the Oscar-winning film for best picture in 1970?,Patton,name,entertainment
Which film secured the Oscar for best picture in 1970?,Patton,name,entertainment
best picture in 1970 Oscar?,Patton,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1970?,Patton,name,entertainment
"In 1970, which movie snagged the Oscar for best picture?",Patton,name,entertainment
What was the winning film for best picture at the 1970 Oscars?,Patton,name,entertainment
Which movie received the best picture Oscar in 1970?,Patton,name,entertainment
What film was bestowed with the Oscar for best picture in 1970?,Patton,name,entertainment
Which movie was honored with the best picture Oscar in 1970?,Patton,name,entertainment
What movie received the Oscar for best picture in 1971?,The French Connection,name,entertainment
Which film was awarded the Oscar for best picture in 1971?,The French Connection,name,entertainment
"In 1971, which movie took home the Oscar for best picture?",The French Connection,name,entertainment
What film won the Oscar for best picture in 1971?,The French Connection,name,entertainment
Which movie claimed the Oscar for best picture in 1971?,The French Connection,name,entertainment
"In 1971, which film was honored with the Oscar for best picture?",The French Connection,name,entertainment
What was the Oscar-winning film for best picture in 1971?,The French Connection,name,entertainment
Which film secured the Oscar for best picture in 1971?,The French Connection,name,entertainment
best picture in 1971 Oscar?,The French Connection,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1971?,The French Connection,name,entertainment
"In 1971, which movie snagged the Oscar for best picture?",The French Connection,name,entertainment
What was the winning film for best picture at the 1971 Oscars?,The French Connection,name,entertainment
Which movie received the best picture Oscar in 1971?,The French Connection,name,entertainment
What film was bestowed with the Oscar for best picture in 1971?,The French Connection,name,entertainment
Which movie was honored with the best picture Oscar in 1971?,The French Connection,name,entertainment
What movie received the Oscar for best picture in 1972?,The Godfather,name,entertainment
Which film was awarded the Oscar for best picture in 1972?,The Godfather,name,entertainment
"In 1972, which movie took home the Oscar for best picture?",The Godfather,name,entertainment
What film won the Oscar for best picture in 1972?,The Godfather,name,entertainment
Which movie claimed the Oscar for best picture in 1972?,The Godfather,name,entertainment
"In 1972, which film was honored with the Oscar for best picture?",The Godfather,name,entertainment
What was the Oscar-winning film for best picture in 1972?,The Godfather,name,entertainment
Which film secured the Oscar for best picture in 1972?,The Godfather,name,entertainment
best picture in 1972 Oscar?,The Godfather,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1972?,The Godfather,name,entertainment
"In 1972, which movie snagged the Oscar for best picture?",The Godfather,name,entertainment
What was the winning film for best picture at the 1972 Oscars?,The Godfather,name,entertainment
Which movie received the best picture Oscar in 1972?,The Godfather,name,entertainment
What film was bestowed with the Oscar for best picture in 1972?,The Godfather,name,entertainment
Which movie was honored with the best picture Oscar in 1972?,The Godfather,name,entertainment
What movie received the Oscar for best picture in 1973?,The Sting,name,entertainment
Which film was awarded the Oscar for best picture in 1973?,The Sting,name,entertainment
"In 1973, which movie took home the Oscar for best picture?",The Sting,name,entertainment
What film won the Oscar for best picture in 1973?,The Sting,name,entertainment
Which movie claimed the Oscar for best picture in 1973?,The Sting,name,entertainment
"In 1973, which film was honored with the Oscar for best picture?",The Sting,name,entertainment
What was the Oscar-winning film for best picture in 1973?,The Sting,name,entertainment
Which film secured the Oscar for best picture in 1973?,The Sting,name,entertainment
best picture in 1973 Oscar?,The Sting,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1973?,The Sting,name,entertainment
"In 1973, which movie snagged the Oscar for best picture?",The Sting,name,entertainment
What was the winning film for best picture at the 1973 Oscars?,The Sting,name,entertainment
Which movie received the best picture Oscar in 1973?,The Sting,name,entertainment
What film was bestowed with the Oscar for best picture in 1973?,The Sting,name,entertainment
Which movie was honored with the best picture Oscar in 1973?,The Sting,name,entertainment
What movie received the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
Which film was awarded the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
"In 1974, which movie took home the Oscar for best picture?",The Godfather Part II,name,entertainment
What film won the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
Which movie claimed the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
"In 1974, which film was honored with the Oscar for best picture?",The Godfather Part II,name,entertainment
What was the Oscar-winning film for best picture in 1974?,The Godfather Part II,name,entertainment
Which film secured the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
best picture in 1974 Oscar?,The Godfather Part II,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1974?,The Godfather Part II,name,entertainment
"In 1974, which movie snagged the Oscar for best picture?",The Godfather Part II,name,entertainment
What was the winning film for best picture at the 1974 Oscars?,The Godfather Part II,name,entertainment
Which movie received the best picture Oscar in 1974?,The Godfather Part II,name,entertainment
What film was bestowed with the Oscar for best picture in 1974?,The Godfather Part II,name,entertainment
Which movie was honored with the best picture Oscar in 1974?,The Godfather Part II,name,entertainment
What movie received the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
Which film was awarded the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
"In 1975, which movie took home the Oscar for best picture?",One Flew Over the Cuckoo's Nest,name,entertainment
What film won the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
Which movie claimed the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
"In 1975, which film was honored with the Oscar for best picture?",One Flew Over the Cuckoo's Nest,name,entertainment
What was the Oscar-winning film for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
Which film secured the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
best picture in 1975 Oscar?,One Flew Over the Cuckoo's Nest,name,entertainment
Which film emerged victorious in the Oscar race for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
"In 1975, which movie snagged the Oscar for best picture?",One Flew Over the Cuckoo's Nest,name,entertainment
What was the winning film for best picture at the 1975 Oscars?,One Flew Over the Cuckoo's Nest,name,entertainment
Which movie received the best picture Oscar in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
What film was bestowed with the Oscar for best picture in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
Which movie was honored with the best picture Oscar in 1975?,One Flew Over the Cuckoo's Nest,name,entertainment
What movie received the Oscar for best picture in 1976?,Rocky,name,entertainment
Which film was awarded the Oscar for best picture in 1976?,Rocky,name,entertainment
